tf	cell_line	fold	auc_roc	mcc	features	best_params
  [bt] (7) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
  [bt] (8) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::DoBoost(xgboost::DMatrix*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::PredictionCacheEntry*, xgboost::ObjFunction const*)+0x758) [0x7f0e171f7f68]



Stack trace:
  [bt] (0) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x6e) [0x7f0e16e8de3e]
  [bt] (1) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMaker::Update(xgboost::tree::TrainParam const*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, xgboost::common::Span<xgboost::HostDeviceVector<int>, 18446744073709551615ul>, std::vector<xgboost::RegTree*, std::allocator<xgboost::RegTree*> > const&)+0x812) [0x7f0e179ae582]
  [bt] (2) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
  [bt] (3) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::DoBoost(xgboost::DMatrix*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::PredictionCacheEntry*, xgboost::ObjFunction const*)+0x758) [0x7f0e171f7f68]
  [bt] (4) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::LearnerImpl::UpdateOneIter(int, std::shared_ptr<xgboost::DMatrix>)+0x31f) [0x7f0e1724478f]
  [bt] (5) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(XGBoosterUpdateOneIter+0x69) [0x7f0e16d9eb79]
  [bt] (6) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(+0x6d8a) [0x7f0f3a5cdd8a]
  [bt] (7) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(+0x61cd) [0x7f0f3a5cd1cd]
  [bt] (8) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(ffi_call+0xcd) [0x7f0f3a5cd91d]

"
MEIS2	K562	8			1mer_DNaseI_NPP_twistDisp_trx_stiffness	"Fold Error: [13:46:32] /home/conda/feedstock_root/build_artifacts/xgboost-split_1742531908307/work/src/tree/updater_gpu_hist.cu:861: Exception in gpu_hist: [13:46:32] /home/conda/feedstock_root/build_artifacts/xgboost-split_1742531908307/work/src/c_api/../common/device_helpers.cuh:393: Memory allocation error on worker 0: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 134217728 bytes) at: /home/upalabdha/mambaforge/envs/rapids-25.04/include/rmm/mr/device/cuda_memory_resource.hpp:62: cudaErrorMemoryAllocation out of memory
- Free memory: 104136704
- Requested memory: 134217728

Stack trace:
  [bt] (0) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x6e) [0x7f0e16e8de3e]
  [bt] (1) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dh::detail::ThrowOOMError(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long)+0x1e1) [0x7f0e175565b1]
  [bt] (2) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(thrust::detail::vector_base<long, dh::detail::XGBDefaultDeviceAllocatorImpl<long> >::append(unsigned long)+0x70b) [0x7f0e179a767b]
  [bt] (3) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::DeviceHistogramStorage<268435456ul>::AllocateHistograms(std::vector<int, std::allocator<int> > const&)+0x1dd) [0x7f0e179a790d]
  [bt] (4) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMakerDevice::BuildHistLeftRight(std::vector<xgboost::tree::GPUExpandEntry, std::allocator<xgboost::tree::GPUExpandEntry> > const&, xgboost::RegTree const&)+0x397) [0x7f0e179a8257]
  [bt] (5) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMakerDevice::UpdateTree(xgboost::HostDeviceVector<xgboost::detail::GradientPairInternal<float> >*, xgboost::DMatrix*, xgboost::ObjInfo const*, xgboost::RegTree*, xgboost::HostDeviceVector<int>*)+0x7b6) [0x7f0e179ac866]
  [bt] (6) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMaker::Update(xgboost::tree::TrainParam const*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, xgboost::common::Span<xgboost::HostDeviceVector<int>, 18446744073709551615ul>, std::vector<xgboost::RegTree*, std::allocator<xgboost::RegTree*> > const&)+0x2db) [0x7f0e179ae04b]
  [bt] (7) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
  [bt] (8) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::DoBoost(xgboost::DMatrix*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::PredictionCacheEntry*, xgboost::ObjFunction const*)+0x758) [0x7f0e171f7f68]



Stack trace:
  [bt] (0) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x6e) [0x7f0e16e8de3e]
  [bt] (1) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMaker::Update(xgboost::tree::TrainParam const*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, xgboost::common::Span<xgboost::HostDeviceVector<int>, 18446744073709551615ul>, std::vector<xgboost::RegTree*, std::allocator<xgboost::RegTree*> > const&)+0x812) [0x7f0e179ae582]
  [bt] (2) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
  [bt] (3) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::DoBoost(xgboost::DMatrix*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::PredictionCacheEntry*, xgboost::ObjFunction const*)+0x758) [0x7f0e171f7f68]
  [bt] (4) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::LearnerImpl::UpdateOneIter(int, std::shared_ptr<xgboost::DMatrix>)+0x31f) [0x7f0e1724478f]
  [bt] (5) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(XGBoosterUpdateOneIter+0x69) [0x7f0e16d9eb79]
  [bt] (6) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(+0x6d8a) [0x7f0f3a5cdd8a]
  [bt] (7) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(+0x61cd) [0x7f0f3a5cd1cd]
  [bt] (8) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(ffi_call+0xcd) [0x7f0f3a5cd91d]

"
MEIS2	K562	9			1mer_DNaseI_NPP_twistDisp_trx_stiffness	"Fold Error: [13:49:10] /home/conda/feedstock_root/build_artifacts/xgboost-split_1742531908307/work/src/tree/updater_gpu_hist.cu:861: Exception in gpu_hist: [13:49:10] /home/conda/feedstock_root/build_artifacts/xgboost-split_1742531908307/work/src/c_api/../common/device_helpers.cuh:393: Memory allocation error on worker 0: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 134217728 bytes) at: /home/upalabdha/mambaforge/envs/rapids-25.04/include/rmm/mr/device/cuda_memory_resource.hpp:62: cudaErrorMemoryAllocation out of memory
- Free memory: 94633984
- Requested memory: 134217728

Stack trace:
  [bt] (0) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x6e) [0x7f0e16e8de3e]
  [bt] (1) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dh::detail::ThrowOOMError(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long)+0x1e1) [0x7f0e175565b1]
  [bt] (2) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(thrust::detail::vector_base<long, dh::detail::XGBDefaultDeviceAllocatorImpl<long> >::append(unsigned long)+0x70b) [0x7f0e179a767b]
  [bt] (3) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::DeviceHistogramStorage<268435456ul>::AllocateHistograms(std::vector<int, std::allocator<int> > const&)+0x1dd) [0x7f0e179a790d]
  [bt] (4) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMakerDevice::BuildHistLeftRight(std::vector<xgboost::tree::GPUExpandEntry, std::allocator<xgboost::tree::GPUExpandEntry> > const&, xgboost::RegTree const&)+0x397) [0x7f0e179a8257]
  [bt] (5) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMakerDevice::UpdateTree(xgboost::HostDeviceVector<xgboost::detail::GradientPairInternal<float> >*, xgboost::DMatrix*, xgboost::ObjInfo const*, xgboost::RegTree*, xgboost::HostDeviceVector<int>*)+0x7b6) [0x7f0e179ac866]
  [bt] (6) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMaker::Update(xgboost::tree::TrainParam const*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, xgboost::common::Span<xgboost::HostDeviceVector<int>, 18446744073709551615ul>, std::vector<xgboost::RegTree*, std::allocator<xgboost::RegTree*> > const&)+0x2db) [0x7f0e179ae04b]
  [bt] (7) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
  [bt] (8) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::DoBoost(xgboost::DMatrix*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::PredictionCacheEntry*, xgboost::ObjFunction const*)+0x758) [0x7f0e171f7f68]



Stack trace:
  [bt] (0) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x6e) [0x7f0e16e8de3e]
  [bt] (1) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMaker::Update(xgboost::tree::TrainParam const*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, xgboost::common::Span<xgboost::HostDeviceVector<int>, 18446744073709551615ul>, std::vector<xgboost::RegTree*, std::allocator<xgboost::RegTree*> > const&)+0x812) [0x7f0e179ae582]
  [bt] (2) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
  [bt] (3) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::DoBoost(xgboost::DMatrix*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::PredictionCacheEntry*, xgboost::ObjFunction const*)+0x758) [0x7f0e171f7f68]
  [bt] (4) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::LearnerImpl::UpdateOneIter(int, std::shared_ptr<xgboost::DMatrix>)+0x31f) [0x7f0e1724478f]
  [bt] (5) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(XGBoosterUpdateOneIter+0x69) [0x7f0e16d9eb79]
  [bt] (6) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(+0x6d8a) [0x7f0f3a5cdd8a]
  [bt] (7) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(+0x61cd) [0x7f0f3a5cd1cd]
  [bt] (8) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(ffi_call+0xcd) [0x7f0f3a5cd91d]

"
MEIS2	K562	10			1mer_DNaseI_NPP_twistDisp_trx_stiffness	"Fold Error: [13:50:27] /home/conda/feedstock_root/build_artifacts/xgboost-split_1742531908307/work/src/tree/updater_gpu_hist.cu:861: Exception in gpu_hist: [13:50:27] /home/conda/feedstock_root/build_artifacts/xgboost-split_1742531908307/work/src/c_api/../common/device_helpers.cuh:393: Memory allocation error on worker 0: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 67108864 bytes) at: /home/upalabdha/mambaforge/envs/rapids-25.04/include/rmm/mr/device/cuda_memory_resource.hpp:62: cudaErrorMemoryAllocation out of memory
- Free memory: 88604672
- Requested memory: 67108864

Stack trace:
  [bt] (0) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x6e) [0x7f0e16e8de3e]
  [bt] (1) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dh::detail::ThrowOOMError(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long)+0x1e1) [0x7f0e175565b1]
  [bt] (2) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(thrust::detail::vector_base<long, dh::detail::XGBDefaultDeviceAllocatorImpl<long> >::append(unsigned long)+0x70b) [0x7f0e179a767b]
  [bt] (3) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::DeviceHistogramStorage<268435456ul>::AllocateHistograms(std::vector<int, std::allocator<int> > const&)+0x1dd) [0x7f0e179a790d]
  [bt] (4) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMakerDevice::BuildHistLeftRight(std::vector<xgboost::tree::GPUExpandEntry, std::allocator<xgboost::tree::GPUExpandEntry> > const&, xgboost::RegTree const&)+0x397) [0x7f0e179a8257]
  [bt] (5) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMakerDevice::UpdateTree(xgboost::HostDeviceVector<xgboost::detail::GradientPairInternal<float> >*, xgboost::DMatrix*, xgboost::ObjInfo const*, xgboost::RegTree*, xgboost::HostDeviceVector<int>*)+0x7b6) [0x7f0e179ac866]
  [bt] (6) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMaker::Update(xgboost::tree::TrainParam const*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, xgboost::common::Span<xgboost::HostDeviceVector<int>, 18446744073709551615ul>, std::vector<xgboost::RegTree*, std::allocator<xgboost::RegTree*> > const&)+0x2db) [0x7f0e179ae04b]
  [bt] (7) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
  [bt] (8) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::DoBoost(xgboost::DMatrix*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::PredictionCacheEntry*, xgboost::ObjFunction const*)+0x758) [0x7f0e171f7f68]



Stack trace:
  [bt] (0) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x6e) [0x7f0e16e8de3e]
  [bt] (1) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMaker::Update(xgboost::tree::TrainParam const*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, xgboost::common::Span<xgboost::HostDeviceVector<int>, 18446744073709551615ul>, std::vector<xgboost::RegTree*, std::allocator<xgboost::RegTree*> > const&)+0x812) [0x7f0e179ae582]
  [bt] (2) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
  [bt] (3) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::DoBoost(xgboost::DMatrix*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::PredictionCacheEntry*, xgboost::ObjFunction const*)+0x758) [0x7f0e171f7f68]
  [bt] (4) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::LearnerImpl::UpdateOneIter(int, std::shared_ptr<xgboost::DMatrix>)+0x31f) [0x7f0e1724478f]
  [bt] (5) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(XGBoosterUpdateOneIter+0x69) [0x7f0e16d9eb79]
  [bt] (6) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(+0x6d8a) [0x7f0f3a5cdd8a]
  [bt] (7) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(+0x61cd) [0x7f0f3a5cd1cd]
  [bt] (8) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/python3.12/lib-dynload/../../libffi.so.8(ffi_call+0xcd) [0x7f0f3a5cd91d]

"
MGA	K562	1	0.46759259259259256	-0.08495482076828985	1mer	{'classifier__learning_rate': 0.1, 'classifier__max_depth': 3, 'classifier__n_estimators': 300}
MGA	K562	2	0.5887345679012346	0.0	1mer	{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 300}
MGA	K562	3	0.43492063492063493	-0.12698412698412698	1mer	{'classifier__learning_rate': 0.2, 'classifier__max_depth': 7, 'classifier__n_estimators': 300}
MGA	K562	4	0.5992063492063492	0.09767343325966435	1mer	{'classifier__learning_rate': 0.3, 'classifier__max_depth': 7, 'classifier__n_estimators': 200}
MGA	K562	5	0.4992063492063492	-0.04136845512912142	1mer	{'classifier__learning_rate': 0.2, 'classifier__max_depth': 7, 'classifier__n_estimators': 200}
MGA	K562	6	0.4174603174603174	-0.04289119700860832	1mer	{'classifier__learning_rate': 0.3, 'classifier__max_depth': 3, 'classifier__n_estimators': 300}
MGA	K562	7	0.5079365079365079	0.04206349206349207	1mer	{'classifier__learning_rate': 0.1, 'classifier__max_depth': 10, 'classifier__n_estimators': 200}
FOSL2	MCF-7	2	0.6707684257989435	0.24133868460249594	1mer_DNaseI_NPP_twistDisp_trx_stiffness	{'classifier__learning_rate': 0.1, 'classifier__max_depth': 3, 'classifier__n_estimators': 100}
MGA	K562	8	0.3507936507936508	-0.23907870925168712	1mer	{'classifier__learning_rate': 0.1, 'classifier__max_depth': 7, 'classifier__n_estimators': 50}
MGA	K562	9	0.638888888888889	0.24194561090738226	1mer	{'classifier__learning_rate': 0.3, 'classifier__max_depth': 10, 'classifier__n_estimators': 300}
MGA	K562	10			1mer	"Fold Error: [14:11:20] /home/conda/feedstock_root/build_artifacts/xgboost-split_1742531908307/work/src/tree/updater_gpu_hist.cu:861: Exception in gpu_hist: [14:11:20] /home/conda/feedstock_root/build_artifacts/xgboost-split_1742531908307/work/src/c_api/../common/device_helpers.cuh:393: Memory allocation error on worker 0: std::bad_alloc: out_of_memory: CUDA error (failed to allocate 33554432 bytes) at: /home/upalabdha/mambaforge/envs/rapids-25.04/include/rmm/mr/device/cuda_memory_resource.hpp:62: cudaErrorMemoryAllocation out of memory
- Free memory: 63504384
- Requested memory: 33554432

Stack trace:
  [bt] (0) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x6e) [0x7f0e16e8de3e]
  [bt] (1) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dh::detail::ThrowOOMError(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long)+0x1e1) [0x7f0e175565b1]
  [bt] (2) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(thrust::detail::vector_base<long, dh::detail::XGBDefaultDeviceAllocatorImpl<long> >::reserve(unsigned long)+0x249) [0x7f0e179996a9]
  [bt] (3) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMakerDevice::GPUHistMakerDevice(xgboost::Context const*, bool, xgboost::common::Span<xgboost::FeatureType const, 18446744073709551615ul>, unsigned long, xgboost::tree::TrainParam, std::shared_ptr<xgboost::common::ColumnSampler>, unsigned int, xgboost::BatchParam, xgboost::MetaInfo const&)+0x39e) [0x7f0e1799a5ee]
  [bt] (4) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMaker::Update(xgboost::tree::TrainParam const*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, xgboost::common::Span<xgboost::HostDeviceVector<int>, 18446744073709551615ul>, std::vector<xgboost::RegTree*, std::allocator<xgboost::RegTree*> > const&)+0x5bc) [0x7f0e179ae32c]
  [bt] (5) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
  [bt] (6) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::DoBoost(xgboost::DMatrix*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::PredictionCacheEntry*, xgboost::ObjFunction const*)+0x758) [0x7f0e171f7f68]
  [bt] (7) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::LearnerImpl::UpdateOneIter(int, std::shared_ptr<xgboost::DMatrix>)+0x31f) [0x7f0e1724478f]
  [bt] (8) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(XGBoosterUpdateOneIter+0x69) [0x7f0e16d9eb79]



Stack trace:
  [bt] (0) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x6e) [0x7f0e16e8de3e]
  [bt] (1) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::tree::GPUHistMaker::Update(xgboost::tree::TrainParam const*, xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, xgboost::common::Span<xgboost::HostDeviceVector<int>, 18446744073709551615ul>, std::vector<xgboost::RegTree*, std::allocator<xgboost::RegTree*> > const&)+0x812) [0x7f0e179ae582]
  [bt] (2) /home/upalabdha/mambaforge/envs/rapids-25.04/lib/libxgboost.so(xgboost::gbm::GBTree::BoostNewTrees(xgboost::linalg::Tensor<xgboost::detail::GradientPairInternal<float>, 2>*, xgboost::DMatrix*, int, std::vector<xgboost::HostDeviceVector<int>, std::allocator<xgboost::HostDeviceVector<int> > >*, std::vector<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> >, std::allocator<std::unique_ptr<xgboost::RegTree, std::default_delete<xgboost::RegTree> > > >*)+0x13b8) [0x7f0e171f75a8]
