fileid	pos	features	r2_test	mse_test	mae_test	best_alpha
GSM1586791_AntpHT_Exd_16mer	all	('1mer',)	0.39106958710416206	0.010918327455454173	0.06905924624768589	849.7575515103022
GSM1586791_AntpHT_Exd_16mer	all	('1mer',)	0.3656816800634779	0.009673023445561537	0.05889084246549177	829.7585517103421
GSM1586791_AntpHT_Exd_16mer	all	('1mer',)	0.39353333445047234	0.00853159405593261	0.06543294144238034	880.9559911982398
GSM1586791_AntpHT_Exd_16mer	all	('1mer',)	0.3278746274363963	0.01167762993476895	0.07291955719624951	924.9537907581517
GSM1586791_AntpHT_Exd_16mer	all	('1mer',)	0.4138309752206071	0.008434484167709646	0.0654661574959576	897.7551510302061
GSM1586791_AntpHT_Exd_16mer	all	('1mer',)	0.3446355677319064	0.008723843360835445	0.06290149656671594	783.3608721744349
GSM1586791_AntpHT_Exd_16mer	all	('1mer',)	0.3878275357863734	0.008707092166105738	0.06498887861560451	868.1566313262653
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.4145890443339436	0.007136066745293108	0.06327815689217715	1027.348669733947
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.47448193598454336	0.009146165811922466	0.06616638454394681	1124.1438287657531
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.43934967245553314	0.008663885478457128	0.060369577177772395	946.5527105421085
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.4502851145762683	0.009856573097820384	0.06663831259105633	1133.7433486697341
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.4388779506469336	0.008556818506766317	0.05489261197082187	1036.9481896379277
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.4703071730313735	0.007451562354116915	0.05977333076705747	1264.1368273654732
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.38394229804887325	0.010703499905694549	0.07118046639398612	1305.73474694939
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.4927518674882284	0.007298878244856091	0.06250169102994092	1088.9455891178236
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.35803877513996274	0.008545427389196569	0.06011406073278199	1590.5205041008203
GSM1586791_AntpHT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.34526918899791814	0.009312410878701178	0.06950560282636085	2216.8891778355674
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.4552857031892231	0.008653462748347725	0.07642178912258266	545.7727545509102
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.3791718225018055	0.018431559130546667	0.09912942907097756	659.367073414683
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.4267721693048776	0.011685505287566398	0.0697626612038418	509.7745549109822
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.388571124368417	0.0166170435955723	0.0981665172613238	629.7685537107421
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.3366920739980963	0.022006290465859207	0.09917101049123285	513.7743548709742
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.3858562150383825	0.010224229487526085	0.07693912894827426	728.9635927185437
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.35795406054827716	0.016268269345262452	0.09652396318087193	738.5631126225245
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.18607938347301756	0.0070130792194291105	0.07008719110450988	543.372874574915
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.34453281588225426	0.017012365146951848	0.09459570703979095	707.364672934587
GSM1586792_AntpQT_Exd_16mer	all	('1mer',)	0.3456509868921763	0.016765752253704136	0.09102804172207947	524.1738347669534
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5567259255850652	0.007041958899768802	0.0677436585522045	408.1796359271855
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5431279712482361	0.013563920128376332	0.08461399043585702	426.5787157431487
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5947245821709388	0.008261720356841832	0.06103529959153262	295.3852770554111
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5664550807550688	0.01178262118597227	0.07796686091915016	484.97579515903186
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.48494647925640855	0.017087715883730273	0.09107491728474193	379.38107621524307
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5839403129942573	0.006926537114954027	0.06594295193462794	336.9831966393279
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5335242394852869	0.01181964225421305	0.08137070952879857	353.7823564712943
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.3485687872172226	0.005613002802101828	0.059783207839679706	314.5843168633727
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5491440951509645	0.011701768551960543	0.0778603496518326	377.78115623124626
GSM1586792_AntpQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5180332476736639	0.012348968214450752	0.07709622772688593	417.77915583116624
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.6819715055230542	0.012115962015047355	0.09006589426063377	46.59771954390879
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.7518579573536359	0.007903300255142668	0.07014158141207394	52.19743948789758
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.2454753988341919	0.007270524240860369	0.06778751408954571	41.797959591918385
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.8095501365431945	0.0055728514295131605	0.05673077835796977	50.597519503900784
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.6007283589563777	0.017263813918701337	0.08346289508611637	33.79835967193439
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.5814016554567487	0.0164585534677307	0.09035402963448073	51.397479495899184
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.47034835881124704	0.014789952586915055	0.10150756415866041	44.19783956791358
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.575981307258	0.014008882544750252	0.08047819626848512	53.79735947189438
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.5802414126140629	0.010397393602949716	0.07918524365435572	60.99699939987998
GSM1586793_AntpHQT_Exd_16mer	all	('1mer',)	0.6508735173068625	0.013541080963148334	0.08818348400070913	38.59811962392479
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7873980711247186	0.008099516047501325	0.06330753100759823	7.399679935987198
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8507893191782824	0.00475234587106584	0.05119170774190492	27.39867973594719
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.3093936119009961	0.006654614677651104	0.05874430557191634	2.5999199839967995
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8394020603763417	0.00469933892922721	0.053559492632558305	40.997999599919986
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8524001960857377	0.00638195976692027	0.053704381788093704	4.199839967993599
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6451752083316218	0.013951089108397097	0.08902435758286303	4.199839967993599
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6202956859876065	0.01060283470223231	0.085119718592416	44.99779955991198
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7346135744696985	0.008767932470579144	0.06723731226085518	40.997999599919986
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7593392413545837	0.005961151737249026	0.05503818429073586	12.199439887977597
GSM1586793_AntpHQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8094624516235718	0.007390113603478072	0.06203373903919363	4.199839967993599
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.5696457331578473	0.007413871127780183	0.06512836585057777	301.7849569913983
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.6567871569000399	0.0043855286677261926	0.050552185275484794	311.3844768953791
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.6198100060201566	0.0066695024601283225	0.058683535540721025	265.7867573514703
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.636770218398647	0.007426359674251435	0.05799058859133483	288.9855971194239
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.6168172651794318	0.00641334683293139	0.057301347235794	289.7855571114223
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.6179978286298232	0.007345299183111686	0.058016290314575	280.9859971994399
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.6065812627470796	0.006462443550566766	0.06209113449272373	252.1874374874975
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.6134170281509742	0.007839983140685078	0.0642657846279063	281.7859571914383
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.6465124469701827	0.006733493485527112	0.05718195856207727	312.1844368873775
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer',)	0.5861215043172006	0.006818783592882337	0.06192924249442066	313.7843568713743
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7719074972531937	0.003929433378193782	0.04374826267096905	5.799759951990398
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7744885550657261	0.0028815556484626478	0.041091259984803404	6.599719943988799
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8202598768359474	0.003153100325123161	0.04178810357639668	8.199639927985597
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8111559645773856	0.0038609822223349024	0.04465726345786716	9.799559911982398
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6039013543688243	0.006629521018677056	0.04969777116584815	8.199639927985597
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.82598369088526	0.0033460591299884976	0.04419959806512133	7.399679935987198
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.772630443595989	0.003734857504851646	0.043127252909349705	7.399679935987198
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8104112925331315	0.003844898452446593	0.04582308458347099	6.599719943988799
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6881743806691973	0.005939886025371043	0.054288056671691655	818.5591118223646
GSM1586794_AntpScrLinkQT_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7697964765342368	0.00379267834692018	0.04503201817564899	5.799759951990398
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	0.3315563671386972	0.01136518322879277	0.0913818730429121	93.79535907181437
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	0.4762049790970334	0.014959339692871358	0.09608952296626407	100.99499899979996
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	0.5054947242083203	0.017391175034581374	0.07720672619274757	92.19543908781758
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	0.7262163212307783	0.004070803426457668	0.050011846667873554	92.19543908781758
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	0.5628426547894951	0.013454687572649728	0.08350659947214066	28.99859971994399
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	0.6496101130924657	0.007696262206186847	0.07165562869257595	55.39727945589118
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	0.5642179515058576	0.01632093458236717	0.09401389385517953	54.59731946389278
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	-0.22399922859976096	0.011752069363126299	0.08411881379350536	44.19783956791358
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	0.5277014962076956	0.013198135637970617	0.07518959507775157	74.59631926385278
GSM1586795_PbFl_Exd_16mer	all	('1mer',)	0.6745666502144615	0.007261125459534741	0.06141566975185641	55.39727945589118
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.3123810428623569	0.011691210829563327	0.083972408637864	405.7797559511903
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.05509401076176679	0.02698607109032052	0.12518817912402805	3541.622924584917
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.4723070629897702	0.018558346455181826	0.09325663064267532	256.1872374474895
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7177559945095866	0.004196597364067108	0.05158830738608736	208.18963792758552
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.47738475385147283	0.01608488324551866	0.09639381424688395	88.19563912782557
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5871995363408592	0.009067101323031759	0.07645290420013902	168.19163832766554
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.4776380706524954	0.01956352930704606	0.11067885224599465	149.79255851170234
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	-0.7862656585747836	0.017150597345192996	0.0962413948006483	114.59431886377276
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6125277756876923	0.01082770944933774	0.06757283761710614	162.59191838367676
GSM1586795_PbFl_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7108691645214433	0.0064511374510738346	0.05331971128667961	151.39247849569915
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	-0.8877551514280513	0.10931764602541266	0.15196305632421886	11.399479895979196
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	0.3182255719576128	0.004183050264517286	0.05050759926258039	9.799559911982398
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	0.7787023040886516	0.004380476287544342	0.052839138786444556	8.199639927985597
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	0.8695291724459236	0.0008892899581736369	0.01972259313486063	7.399679935987198
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	0.8426199157028134	0.0025749351751127745	0.04649577659382736	4.999799959991998
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	0.8084625994140815	0.005459229001122839	0.060777959044626684	6.599719943988799
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	0.6133518082907002	0.004360757492399451	0.04647157157266382	2.5999199839967995
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	-2.647385670219307	0.01786905374162484	0.10509760345179314	1.0
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	0.82331411588795	0.005173078982182155	0.060409635117091895	4.999799959991998
GSM1586798_UbxIa_Exd_16mer2	all	('1mer',)	0.6141906260095438	0.006100349059450397	0.06873856596435866	8.199639927985597
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	-23.198571741914275	1.4013103860434417	0.4660118606918265	46.59771954390879
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.4027310303008942	0.003664564141634953	0.04720331389612874	39.39807961592319
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8498316690571579	0.0029725063793648743	0.043268809598489555	27.39867973594719
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5136080142126499	0.0033152507484291703	0.04469288212765594	16.199239847969594
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8452508172761786	0.0025318903322168644	0.04360513169333905	24.198839767953594
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5357267331910884	0.01323278939181546	0.09372575417679868	28.19863972794559
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7121011097870473	0.0032470273221749143	0.04896305748509902	19.399079815963194
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	-0.7517473581637333	0.008582055892897934	0.07607788079402857	10.599519903980797
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.7243144601666086	0.008071629937902863	0.06482681795299608	42.597919583916784
GSM1586798_UbxIa_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6204845212077421	0.006000831110325714	0.07238388371319289	25.798759751950392
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.5364604434113684	0.0072339527576008485	0.0639868757821777	247.38767753550712
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.5332462067868906	0.006889041599634276	0.06160172104747232	345.7827565513103
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.48620448013015316	0.0164116420241811	0.07968065569095713	390.58051610322065
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.47030860278438236	0.009252538366880647	0.0657657318926369	244.18783756751353
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.49452414429048486	0.011992667337531418	0.06861812306162725	348.1826365273055
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.5198609374804777	0.010237808308524513	0.07502113547388457	262.5869173834767
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.5489002163403799	0.010587578666650324	0.07044357669805972	268.1866373274655
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.632587679653253	0.009244419595854479	0.06521155551061991	292.9853970794159
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.18795872000873992	0.01225560122115782	0.06419060828984352	232.98839767953592
GSM1586799_UbxIa2_Exd_16mer	all	('1mer',)	0.6100579080459452	0.007842982428690935	0.0626912525091279	273.78635727145434
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5964140690408927	0.006298322369025933	0.0562185688039203	333.7833566713343
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6046221626710795	0.005835569862607957	0.05781757537124211	591.370474094819
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5377434996520747	0.01476538411425358	0.07519002052328427	668.9665933186637
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5292855837884023	0.008222340817192378	0.06288809012827384	356.98219643928786
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5773687618764364	0.010027137375632943	0.06176838272549672	549.7725545109022
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5460717517937517	0.009678925864880969	0.07127942940791196	437.77815563112625
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.625877816372448	0.008780868875531396	0.06470917540765511	409.7795559111823
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6955857253052173	0.007659332935788399	0.06000012956588514	384.18083616723345
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	-1.8915918257498352	0.04364088031476807	0.06602448094688658	7.399679935987198
GSM1586799_UbxIa2_Exd_16mer	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6822596846952992	0.0063907738129360785	0.05739438053987792	364.1818363672735
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.430482830540329	0.006224732969935758	0.061861778454997705	612.9693938787758
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.38303306225383993	0.006563238272850373	0.06457249127150463	662.5669133826766
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.3599645990436495	0.013271215559916791	0.07618871793842684	589.7705541108222
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.30042275268834784	0.016569604243913624	0.08807002401686718	692.1654330866173
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.3520425071319391	0.011976872396118894	0.0765567260440374	484.1758351670334
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.47492741762547896	0.006550744864961739	0.06353272394565158	570.5715143028606
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.32267922283079464	0.0103262811586968	0.0760146822233365	960.1520304060813
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.22776953016234047	0.004090731228390215	0.05433198422160784	915.3542708541709
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.35972672211749357	0.010700226726382227	0.07330531713061164	882.5559111822365
GSM1586800_Lab_Exd_16mer2	all	('1mer',)	0.34773280027872877	0.01131917337954231	0.06840732900880346	589.7705541108222
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5920395500967623	0.004458943468467869	0.0491218690492903	8.199639927985597
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6017508760303556	0.004236538026032938	0.052107367637271335	7.399679935987198
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.63424076383808	0.007584064348444365	0.0623179448949156	19.399079815963194
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.43095405693719246	0.013477948445848889	0.079304539762973	577.7711542308463
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6165022337020614	0.0070885881584863445	0.06191382733298593	10.599519903980797
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.6505157490060338	0.004360125132092243	0.05140495910442366	11.399479895979196
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.5086627851449539	0.007490817342897983	0.06312752549733065	611.369473894779
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.2684080926614708	0.003875456846990802	0.052684380266863055	769.7615523104621
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.48343656439882843	0.008632791763184874	0.06700513741365033	827.3586717343469
GSM1586800_Lab_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.47367759007959065	0.00913357994081788	0.06189209311234506	460.17703540708146
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.5073526851235564	0.01813393927449222	0.09167117456622693	200.98999799959992
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.5730507181701143	0.00722132035009898	0.06982310858863981	147.39267853570715
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.5091056827291457	0.01512060619340963	0.08605537341734627	194.59031806361273
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.5806337932736615	0.005223310989740016	0.05600218331594142	136.19323864772954
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.4694151649612113	0.0128668492201075	0.07421064749243032	179.39107821564315
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.3973967355443594	0.0049220752822626964	0.05927223767058476	150.59251850370075
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.469468979709467	0.007163336838688786	0.0629337217603351	195.39027805561113
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.5128034197486231	0.01260334379991572	0.07673232506402146	157.79215843168635
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.5396658696996691	0.01214116686341477	0.07115794905277777	168.19163832766554
GSM1586801_Dfd_Exd_16mer2	all	('1mer',)	0.6470914826103812	0.004667683875523234	0.054393602433932584	143.39287857571514
GSM1586801_Dfd_Exd_16mer2	all	('1mer', 'DNaseI', 'twistDisp', 'NPP', 'stiffness', 'trxDi')	0.8202801458926223	0.006615338848687633	0.05457979748320802	3.399879975995199
